"etf_code","etf_name","base_index_name","listing_date","market_large","market_medium","market_small","asset_large","asset_medium","asset_small","found_kr_cd","launch_date","theme","investment_object","investment_strategy","description","fiscal_month","total_expense","asset_management_company","aum","disparate_ratio","dividend_yield"
"A117700","KODEX 건설","KRX 건설","2009-10-30","국내","코스피+코스닥","코스피+코스닥","주식","업종섹터","건설","KR5105171502","2009-10-30","ETF,ETF(국내주식)","이 투자신탁은 주식을 주된 투자대상으로 하고, 신탁재산의 60% 이상 투자하여 1좌당 순자산가치의 변동률을 기초지수인 KRX Constructions 지수의 변동률과 유사하도록 투자신탁재산을 운용합니다.","이 투자신탁은 주식을 주된 투자대상으로 하고, 신탁재산의 60% 이상 투자하여 1좌당 순자산가치의 변동률을 기초지수인 KRX Constructions 지수의 변동률과 유사하도록 투자신탁재산을 운용합니다.","1좌당 순자산가치의 변동률을 기초지수인 KRX Constructions 지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다.  한국거래소가 산출하는 KRX Constructions 지수는 국내 종합건설업, 건축기술 및 엔지니어링 서비스업종을 대표하는 10개 종목으로 구성되어 있으며 2007.1.2 1,000pt를 기준으로 하여 발표되고 있습니다.  유동성, 재무상태 등의 기준을 적용하여 종목을 선정하며 유동주식가중 시가총액방식 지수로서 매년 9월 지수구성종목의 정기변경이 이루어집니다.","10","0.45","삼성자산운용(주)","36028873049","-0.02","1.53"
"A130680","TIGER 원유선물Enhanced(H)","S&P GSCI Crude Oil Enhanced Index ER","2010-08-02","해외","해외","해외","원자재","에너지","원유","KR5225287949","2010-08-02","ETF,ETF(기타),원자재펀드,천연자원펀드","WTI원유를 기초자산으로 하여 파생상품시장에서 거래되는 장내파생상품을 법시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, 원유선물지수인 S&P GSCI Crude Oil Enhanced Index Excess Return의 원화환산전 수익률 추종합니다.","스탠다드앤푸어스社(Standard & Poor’s)가 발표하는 “S&P GSCI Crude Oil Enhanced Index Excess Return”를 기초지수로 하는 상장지수투자신탁으로서, 원유관련장내파생상품에 주로 투자하여 기초지수의 원화환산전 수익률 추종합니다.","1좌당 순자산가치의 변동률을 기초지수인 S&P GSCI Crude Oil Enhanced Index Excess Return 지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다. 스탠다드앤푸어스(Standard & Poors)가 산출하는 S&P GSCI  Crude Oil Enhanced Index Excess Return지수는 미국 뉴욕상품거래소(NYMEX)에 상장되어 거래되는 WTI원유 선물가격의 움직임을 나타내는 지수로서, 선물투자시 발생하는 롤오버비용(Rollover Cost)을 반영하여 산출되는 지수입니다. 환헤지 전략을 통해 투자신탁재산 중 외화자산의 90%를 환헤지하는 효과를 이루게 하고 있습니다. 기초지수 추종을 위하여 지수를 구성하는 종목 전체를 편입하는 완전복제전략을 원칙으로 하되, 필요시 최적화 기법을 적용하여 일부종목만 편입하는 부분복제전략을 사용합니다.","7","0.69","미래에셋자산운용(주)","18368634201","0.33",\n
"A132030","KODEX 골드선물(H)","S&P GSCI Gold Index(TR)","2010-10-01","해외","해외","해외","원자재","금속","금","KR5105705846","2010-09-30","ETF,ETF(기타),원자재펀드,금펀드","원자재선물 중에서 금선물(Gold Futures, 이하 ‘금(金)선물) 가격을 기초로 하는 S&PGSCI Gold TR 지수를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 그 운용목적으로 하는 특별자산상장지수투자신탁[금-파생형]입니다.","S&P GSCI Gold Total Return 지수를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함에 있어 금(金)선물등 현물금(金) 관련 장내파생상품, 채권, 금(金)선물 또는 현물금(金)관련 상장지수집합투자증권, 금(金)선물 또는 현물금(金)관련 장외파생상품이나 기초지수관련 장외파생상품등에 분산투자합니다.","1좌당 순자산가치의 변동률을 기초지수인 S&P GSCI Gold Total Return 지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다.  스탠다드앤푸어스(Standard&Poor's)가 산출하는 S&P GSCI Gold Total Return 지수는 S&P GSCI Total Return 지수의 귀금속 섹터의 하위 지수 중 하나로 뉴욕상품거래소(COMEX)에 상장되어 거래되는 금선물의 가격을 기준으로 산출되는 지수로서, 동 ETF는 금현물이 아닌 금선물에 투자하는 상품입니다.  대부분의 자산은 금선물로 이루어지며 일부 골드 ETF를 편입합니다. 한편, 금선물 가격 움직임만을 반영하고 환율 변동의 영향을 제거하기 위해 환헤지(H)를 실시합니다.","9","0.68","삼성자산운용(주)","183816756579","0.48",\n
"A137610","TIGER 농산물선물Enhanced(H)","S&P GSCI Agriculture Enhanced Index(ER)","2011-01-11","해외","해외","해외","원자재","농산물","혼합","KR5225987118","2011-01-11","ETF,ETF(기타),농산물펀드,원자재펀드","농산물을 기초자산으로 하는 것으로서 농산물선물지수인 S&P GSCI Agriculture Enhanced Select Index Excess Return의 수익률 추종 합니다.","스탠다드앤푸어스社(Standard & Poor’s)가 발표하는 “S&P GSCI Agriculture Enhanced Select Index Excess Return”를 기초지수로 하는 상장지수투자신탁으로서, 농산물관련장내파생상품에 주로 투자합니다.","1좌당 순자산가치의 변동률을 기초지수인 S&P GSCI Agriculture Enhanced Select Index Excess Return 지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다.  스탠다드앤푸어스(Standard & Poor's)가 산출하는 S&P GSCI Agriculture Enhanced Select Index Excess Return 지수는 미국의 상품선물 시장(CME, CBOT)에 상장되어 거래되는 밀, 옥수수, 대두, 설탕 등 4종목의 농산물선물 가격 움직임을 나타내는 지수입니다.  종목당 비중은 세계생산량 및 거래량을 기준으로 결정되며, 롤오버비용을 경감시킬 목적으로 정해진 일정에 따라 롤오버하며, 선물투자시 발생하는 롤오버비용(Roll over Cost)을 반영하여 지수를 산출합니다.  환헤지 전략을 통해 투자신탁재산 중 외화자산의 90%를 환헤지하는 효과를 이루게 하고 있습니다. 기초지수 추종을 위하여 지수를 구성하는 종목 전체를 편입하는 완전복제전략을 원칙으로 하되, 필요시 최적화 기법을 적용하여 일부종목만 편입하는 부분복제전략을 사용합니다.","1","0.69","미래에셋자산운용(주)","14859888359","-0.16",\n
"A138910","KODEX 구리선물(H)","S&P GSCI North American Copper Index(TR)","2011-03-15","해외","해외","해외","원자재","금속","구리","KR5105A08898","2011-03-14","ETF,ETF(기타),원자재펀드,천연자원펀드","COMEX(Commodity Exchange, 뉴욕상품거래소)에서 거래되는 원자재선물 중에서 구리선물가격을 기초로 하는 S&P GSCI North American Copper TR 지수를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 그 운용목적으로 하는 특별자산상장지수투자신탁[구리-파생형]입니다.","S&P GSCI North American Copper Total Return 지수를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함에 있어 채권, 구리 선물 또는 기초지수 관련 상장지수집합투자증권, 구리관련 장내파생상품 및 구리선물을 기초로 하거나 기초지수관련 장외파생상품 등에 분산투자합니다.","1좌당 순자산가치의 변동률을 기초지수인 S&P GSCI North American Copper Total Return 지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다.  스탠다드앤푸어스(Standard&Poor's)가 산출하는 S&P GSCI North American Copper Total Return지수는 뉴욕상품거래소(COMEX)에 상장되어 거래되는 구리선물 가격을 기준으로 산출되는 지수로서, 1995년 1월 16일 100포인트를 시작으로 산출하여 2009년 4월부터 발표되었습니다.  지수의 구성종목은 뉴욕상품거래소에 상장된 구리선물의 최근월물로 이루어지며 동 ETF는 구리현물이 아닌 구리선물에 투자하는 상품입니다.  대부분의 자산은 구리선물로 이루어지며 일부 구리 ETF를 편입합니다. 한편, 구리선물 가격 움직임만을 반영하고 환율 변동의 영향을 제거하기 위해 환헤지(H)를 실시합니다.","1","0.68","삼성자산운용(주)","12360497515","0.33",\n
"A138920","KODEX 콩선물(H)","S&P GSCI Soybeans Index(TR)","2011-03-15","해외","해외","해외","원자재","농산물","콩","KR5105A08930","2011-03-14","ETF,ETF(기타),농산물펀드,원자재펀드","CBOT에서 거래되는 원자재선물 중에서 콩선물 가격을 기초로 하는 S&P GSCI Soybeans TR 지수를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 그 운용목적으로 하는 특별자산상장지수투자신탁[콩-파생형]입니다.","S&P GSCI Soybeans Total Return 지수를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함에 있어 채권, 콩 선물 또는 기초지수 관련상장지수집합투자증권, 콩관련 장내파생상품 및 콩선물을 기초로 하거나 기초지수관련 장외파생상품 등에 분산투자합니다.","1좌당 순자산가치의 변동률을 기초지수인 S&P GSCI Soybeans Total Return 지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다.  스탠다드앤푸어스(Standard&Poor's)가 산출하는 S&P GSCI Soybeans Total Return 지수는 시카고상품거래소(CBOT)에 상장되어 거래되는 콩선물의 가격을 기준으로 산출되는 지수로서, 1969년 5월부터 발표되었습니다.  지수의 구성종목은 시카고상품거래소(COBT)에 상장된 콩선물의 최근월물로 이루어지며 동 ETF는 콩현물이 아닌 콩선물에 투자하는 상품입니다.  대부분의 자산은 콩선물로 이루어지며 일부 콩 ETF를 편입합니다. 한편, 콩선물 가격 움직임만을 반영하고 환율 변동의 영향을 제거하기 위해 환헤지(H)를 실시합니다.","1","0.68","삼성자산운용(주)","6418096833","0.22",\n
"A139220","TIGER 200 건설","코스피 200 건설","2011-04-06","국내","코스피","코스피","주식","업종섹터","건설","KR5225A18018","2011-04-06","ETF,ETF(국내주식)","국내 주식을 주된 투자대상자산으로 하며, 한국거래소가 발표하는“KOSPI 200 건설기계 지수”를 추적대상지수로 하여 1좌당 순자산가치의 변동률을 지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.","한국거래소가 발표하는 “KOSPI 200 건설기계 지수”를 추적대상지수로 하는 상장지수투자신탁으로서, 투자목적 달성을 위해서 국내 거래소에 상장된 주식에 투자신탁 자산총액의 80% 이상을 투자합니다.","이 ETF는 국내 주식을 주된 투자대상자산으로 하며, “코스피 200 건설 지수”의 수익률 추종을 목적으로 합니다.  한국거래소가 발표하는 “코스피 200 건설 지수”는 코스피 200 지수 구성종목 중, 글로벌섹터분류기준(GICS) 체계를 적용하여 산출한 코스피 200 섹터분류 “건설”에 속하는 종목으로 구성되며 연 1회 정기변경을 실시합니다.","4","0.40","미래에셋자산운용(주)","20756099403","-0.43","1.24"
"A139230","TIGER 200 중공업","코스피 200 중공업","2011-04-06","국내","코스피","코스피","주식","업종섹터","중공업","KR5225A18083","2011-04-06","ETF,ETF(국내주식)","이 투자신탁은 국내 주식을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, 한국거래소가 발표하는“KOSPI 200 중공업 지수”를 추적대상지수로 하여 1좌당 순자산가치의 변동률을 지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.","이 투자신탁은 한국거래소가 발표하는 “KOSPI 200 중공업 지수”를 추적대상지수로 하는 상장지수투자신탁으로서, 투자목적 달성을 위해서 국내 거래소에 상장된 주식에 투자신탁 자산총액의 80% 이상을 투자합니다.","이 ETF는 국내 주식을 주된 투자대상자산으로 하며, “코스피 200 중공업 지수”의 수익률 추종을 목적으로 합니다. 한국거래소가 발표하는 “코스피 200 중공업 지수”는 코스피 200 지수 구성종목 중, 글로벌섹터분류기준(GICS) 체계를 적용하여 산출한 코스피 200 섹터분류 “중공업”에 속하는 종목으로 구성되며 연 1회 정기변경을 실시합니다.","4","0.34","미래에셋자산운용(주)","92340693047","0.09","0.41"
"A139240","TIGER 200 철강소재","코스피 200 철강/소재","2011-04-06","국내","코스피","코스피","주식","업종섹터","철강소재","KR5225A18091","2011-04-06","ETF,ETF(국내주식),원자재펀드,천연자원펀드","이 투자신탁은 국내 주식을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, 한국거래소가 발표하는“KOSPI 200 철강소재 지수”를 추적대상지수로 하여 1좌당 순자산가치의 변동률을 지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.","이 투자신탁은 한국거래소가 발표하는 “KOSPI 200 철강소재 지수”를 추적대상지수로 하는 상장지수투자신탁으로서, 투자목적 달성을 위해서 국내 거래소에 상장된 주식에 투자신탁 자산총액의 80% 이상을 투자합니다.","이 ETF는 국내 주식을 주된 투자대상자산으로 하며, “코스피 200 철강소재 지수”의 수익률 추종을 목적으로 합니다.  한국거래소가 발표하는 “코스피 200 철강소재 지수”는 코스피 200 지수 구성종목 중, 글로벌섹터분류기준(GICS) 체계를 적용하여 산출한 코스피 200 섹터분류 “철강소재”에 속하는 종목으로 구성되며 연 1회 정기변경을 실시합니다.","4","0.34","미래에셋자산운용(주)","3744581115","-0.68","2.91"
"A139250","TIGER 200 에너지화학","코스피 200 에너지/화학","2011-04-06","국내","코스피","코스피","주식","업종섹터","에너지화학","KR5225A18042","2011-04-06","ETF,ETF(국내주식)","이 투자신탁은 국내 주식을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, 한국거래소가 발표하는“KOSPI 200 에너지화학 지수”를 추적대상지수로 하여 1좌당 순자산가치의 변동률을 지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.","이 투자신탁은 한국거래소가 발표하는 “KOSPI 200 에너지화학 지수”를 추적대상지수로 하는 상장지수투자신탁으로서, 투자목적 달성을 위해서 국내 거래소에 상장된 주식에 투자신탁 자산총액의 80% 이상을 투자합니다.","이 ETF는 국내 주식을 주된 투자대상자산으로 하며, “코스피 200 에너지화학 지수”의 수익률 추종을 목적으로 합니다.  한국거래소가 발표하는 “코스피 200 에너지화학 지수”는 코스피 200 지수 구성종목 중, 글로벌섹터분류기준(GICS) 체계를 적용하여 산출한 코스피 200 섹터분류 “에너지화학”에 속하는 종목으로 구성되며 연 1회 정기변경을 실시합니다.","4","0.34","미래에셋자산운용(주)","14672808931","-0.19","2.22"
"A139260","TIGER 200 IT","코스피 200 정보기술","2011-04-06","국내","코스피","코스피","주식","업종섹터","정보기술","KR5225A18067","2011-04-06","ETF,ETF(국내주식),IT펀드","이 투자신탁은 국내 주식을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, 한국거래소가 발표하는“KOSPI 200 정보기술 지수”를 추적대상지수로 하여 1좌당 순자산가치의 변동률을 지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.","이 투자신탁은 한국거래소가 발표하는 “KOSPI 200 정보기술 지수”를 추적대상지수로 하는 상장지수투자신탁으로서, 투자목적 달성을 위해서 국내 거래소에 상장된 주식에 투자신탁 자산총액의 80% 이상을 투자합니다.","이 ETF는 국내 주식을 주된 투자대상자산으로 하며, “코스피 200 정보기술 지수”의 수익률 추종을 목적으로 합니다. 한국거래소가 발표하는 “코스피 200 정보기술 지수”는 코스피 200 지수 구성종목 중, 글로벌섹터분류기준(GICS) 체계를 적용하여 산출한 코스피 200 섹터분류 “정보기술”에 속하는 종목으로 구성되며 연 1회 정기변경을 실시합니다.","4","0.40","미래에셋자산운용(주)","546569247897","-0.12","1.25"
"A139270","TIGER 200 금융","코스피 200 금융","2011-04-06","국내","코스피","코스피","주식","업종섹터","금융","KR5225A18034","2011-04-06","ETF,ETF(국내주식),금융펀드,금융펀드(국내)","이 투자신탁은 국내 주식을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, 한국거래소가 발표하는“KOSPI 200 금융 지수”를 추적대상지수로 하여 1좌당 순자산가치의 변동률을 지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.","이 투자신탁은 한국거래소가 발표하는 “KOSPI 200 금융 지수”를 추적대상지수로 하는 상장지수투자신탁으로서, 투자목적 달성을 위해서 국내 거래소에 상장된 주식에 투자신탁 자산총액의 80% 이상을 투자합니다.","이 ETF는 국내 주식을 주된 투자대상자산으로 하며, “코스피 200 금융 지수”의 수익률 추종을 목적으로 합니다.  한국거래소가 발표하는 “코스피 200 금융 지수”는 코스피 200 지수 구성종목 중, 글로벌섹터분류기준(GICS) 체계를 적용하여 산출한 코스피 200 섹터분류 “금융”에 속하는 종목으로 구성되며 연 1회 정기변경을 실시합니다.","4","0.40","미래에셋자산운용(주)","13772487261","-0.14","4.25"
"A139280","TIGER 경기방어","코스피 200 경기방어소비재","2011-04-06","국내","코스피","코스피","주식","업종섹터","업종테마","KR5225A18109","2011-04-06","ETF,ETF(국내주식),컨슈머(소비재)","이 투자신탁은 국내 주식을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, 한국거래소가 발표하는“KOSPI 200 경기방어소비재 지수”를 추적대상지수로 하여 1좌당 순자산가치의 변동률을 지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.","이 투자신탁은 한국거래소가 발표하는 “KOSPI 200 경기방어소비재 지수”를 추적대상지수로 하는 상장지수투자신탁으로서, 투자목적 달성을 위해서 국내 거래소에 상장된 주식에 투자신탁 자산총액의 80% 이상을 투자합니다.","이 ETF는 국내 주식을 주된 투자대상자산으로 하며, “코스피 200 필수소비재 지수”의 수익률 추종을 목적으로 합니다. 한국거래소가 발표하는 “코스피 200 필수소비재 지수”는 코스피 200 지수 구성종목 중, 글로벌섹터분류기준(GICS) 체계를 적용하여 산출한 코스피 200 섹터분류 “생활소비재” 및 “건강관리”에 속하는 종목으로 구성되며 연 1회 정기변경을 실시합니다.","4","0.40","미래에셋자산운용(주)","67248361652","0.33","1.73"
"A139290","TIGER 200 경기소비재","코스피 200 경기소비재","2011-04-06","국내","코스피","코스피","주식","업종섹터","경기소비재","KR5225A18026","2011-04-06","ETF,ETF(국내주식),컨슈머(소비재)","이 투자신탁은 국내 주식을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, 한국거래소가 발표하는“KOSPI 200 경기소비재 지수”를 추적대상지수로 하여 1좌당 순자산가치의 변동률을 지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.","이 투자신탁은 한국거래소가 발표하는 “KOSPI 200 경기소비재 지수”를 추적대상지수로 하는 상장지수투자신탁으로서, 투자목적 달성을 위해서 국내 거래소에 상장된 주식에 투자신탁 자산총액의 80% 이상을 투자합니다.","이 ETF는 국내 주식을 주된 투자대상자산으로 하며, “코스피 200 경기소비재 지수”의 수익률 추종을 목적으로 합니다.  한국거래소가 발표하는 “코스피 200 경기소비재 지수”는 코스피 200 지수 구성종목 중, 글로벌섹터분류기준(GICS) 체계를 적용하여 산출한 코스피 200 섹터분류 “경기소비재”에 속하는 종목으로 구성되며 연 1회 정기변경을 실시합니다.","4","0.40","미래에셋자산운용(주)","4512350407","-0.07","3.51"
"A139310","TIGER 금속선물(H)","S&P GSCI Industrial Metals Select Index(TR)","2011-04-08","해외","해외","해외","원자재","금속","혼합","KR5225A17093","2011-04-08","ETF,ETF(기타),원자재펀드,금펀드","이 투자신탁은 산업용 비철금속을 기초자산으로 하는 것으로서 해외의 파생상품시장에서 거래되는 장내파생상품을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, 금속선물지수인 S&P GSCI®Industrial Metals Select Index Total Return의 수익률 추종을 목적으로 합니다","이 투자신탁은 스탠다드앤푸어스社(Standard & Poor’s)가 발표하는 “S&P GSCI® Industrial Metals Select Index Total Return”를 기초지수로 하는 상장지수투자신탁으로서, 산업용비철금속관련 장내파생상품에 주로 투자합니다.","1좌당 순자산가치의 변동률을 기초지수인 S&P GSCI Industrial Metals Select Index Total Return 지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다.  스탠다드앤푸어스(Standard & Poor's)가 산출하는 S&P GSCI Industrial Metals Select Index Total Return 지수는 런던금속거래소(LME, London Metal Exchange)에 상장되어 거래되는 구리, 알루미늄, 니켈 등 3종목의 금속선물가격의 움직임을 나타내는 지수입니다.  선물투자시 발생하는 롤오버비용(Roll over Cost)과 증거금을 제외한 유동성 부분을 미국채 등에 투자하는 것을 가정한 이익을 반영하여 지수를 산출합니다.  종목당 비중은 세계 경제에서의 상대적 중요성을 감안하여 세계 생산량 기준으로 결정합니다.  이 ETF는 환헤지 전략을 수행하고 있습니다. 그러나 환헤지 전략의 수행에도 불구하고, 급격한 환율변동에 따라 외환 손실이 발생할 수 있습니다.  기초지수 추종을 위하여 지수를 구성하는 종목 전체를 편입하는 완전복제전략을 원칙으로 하되, 필요시 최적화 기법을 적용하여 일부종목만 편입하는 부분복제전략을 사용합니다.",\n,"0.69","미래에셋자산운용(주)","3372262439","-1.61",\n
"A139320","TIGER 금은선물(H)","S&P GSCI Precious Metals Index(TR)","2011-04-08","해외","해외","해외","원자재","금속","혼합","KR5225A17119","2011-04-08","ETF,ETF(기타),원자재펀드,금펀드","이 투자신탁은 귀금속을 기초자산으로 하는 것으로서 해외의 파생상품시장에서 거래되는 장내파생상품을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, 귀금속선물지수인 S&P GSCI® Precious Metals Index Total Return의 수익률 추종을 목적으로 합니다.","이 투자신탁은 스탠다드앤푸어스社(Standard & Poor’s)가 발표하는 “S&P GSCI® Precious Metals Index Total Return”를 기초지수로 하는 상장지수투자신탁으로서, 귀금속관련장내파생상품에 주로 투자합니다.","1좌당 순자산가치의 변동률을 기초지수인 S&P GSCI Precious Metals Index Total Return 지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다.  스탠다드앤푸어스(Standard & Poor's)가 산출하는 S&P GSCI Precious Metals Index Total Return 지수는 미국상품거래소(COMEX, Commodity Exchange)에 상장되어 거래되는 금과 은선물가격의 움직임을 나타내는 지수입니다.  선물투자시 발생하는 롤오버비용(Roll over Cost)과 증거금을 제외한 유동성 부분을 미국채 등에 투자하는 것을 가정한 이익을 반영하여 지수를 산출합니다.  종목당 비중은 세계 경제에서의 상대적 중요성을 감안하여 세계 생산량 기준으로 결정합니다.  이 ETF는 환헤지 전략을 수행하고 있습니다. 그러나 환헤지 전략의 수행에도 불구하고, 급격한 환율변동에 따라 외환 손실이 발생할 수 있습니다.  기초지수 추종을 위하여 지수를 구성하는 종목 전체를 편입하는 완전복제전략을 원칙으로 하되, 필요시 최적화 기법을 적용하여 일부종목만 편입하는 부분복제전략을 사용합니다.",\n,"0.69","미래에셋자산운용(주)","7248256686","0.45",\n
"A140570","RISE 수출주","MKF 수출주 지수","2011-04-15","국내","코스피","코스피","주식","업종섹터","업종테마","KR5223A20043","2011-04-15","ETF,ETF(국내주식),MKF펀드","FnGuide가 산출하고 한국거래소를 통하여 공표되는 수출주 지수(Maekyung FnGuide Exporters Index)를 기초지수로 하는 상장지수집합투자기구로, 기초지수의 수익률과 유사한 수익률을 실현","수출주 지수 구성종목 중에서 부도 리스크, 유동성 등을 감안한 종목으로 투자가능대상 종목을 구성하고, 당해 투자가능 대상 종목 중에서 추적오차를 감안하여 종목군을 표본추출(Sampling)하여 투자합니다.","1좌당 순자산가치의 변동률을 기초지수인 MKF 수출주 지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다.  FnGuide가 산출하는 MKF 수출주 지수는 유가증권시장의 유동시가총액 상위 200 종목중 수출업종에 해당하는 시가총액 상위 50종목을 선별하여 동일가중방식으로 산출하는 지수입니다.   지수에 채용하는 주식은 유가증권시장의 유동시가총액 상위 200종목중 60일 평균 거래대금이 5억원 이상이고, FICS 분류 기준의 수출 관련 업종에 해당하는 종목 중에서 시가총액 상위 50종목을 선정합니다. 단, 지수위원회 심의를 거쳐 수출관련 업종에 속하지 않는 종목 중에서도 수출 비중이 높은 종목은 편입할 수 있으며, 수출관련 업종에 속하는 종목이라도 수출주에 해당하지 않는다고 판단되는 종목은 제외할 수 있습니다.   지수산출의 기준일은 2001년 1월 2일로서 이때의 지수를 1,000pt로 하여 산출합니다.  매년 6월,12월 주가지수선물 만기주의 다음주 첫 영업일부터 3영업일간 정기변경을 실시합니다. 리밸런싱 시점에 동일가중방식으로 재조정됩니다.  ETF의 설정단위는 100,000 좌이며, 현물설정 방식으로 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1좌 단위로 거래할 수 있습니다.  지수에 대한 추적오차율의 최소화 등을 위하여 투자자에게 분배금을 지급할 수 있습니다. 지급기준일은 1,4,7,10월 마지막일이며 ETF운용사가 정하는 분배율을 기준으로 산출한 금액을 지급기준일 익영업일로부터 7영업일 이내에 지급합니다.",\n,"0.40","케이비자산운용(주)","3503119821","0.20","1.62"
